Mod:Item:MetaData, Localized Name
flatcoloredblocks:flatcoloredblock_glowing0_53:11, Glowing Light Blue Block #859
flatcoloredblocks:flatcoloredblock_glowing0_53:12, Glowing Dark Blue Block #860
flatcoloredblocks:flatcoloredblock_glowing0_53:13, Glowing Dark Blue Block #861
flatcoloredblocks:flatcoloredblock_glowing0_53:14, Glowing Dark Blue Block #862
flatcoloredblocks:flatcoloredblock_glowing0_53:15, Glowing Dark Blue Block #863
flatcoloredblocks:flatcoloredblock_glowing0_54:0, Glowing Blue Block #864
flatcoloredblocks:flatcoloredblock_glowing0_54:1, Glowing Blue Block #865
flatcoloredblocks:flatcoloredblock_glowing0_54:2, Glowing Blue Block #866
flatcoloredblocks:flatcoloredblock_glowing0_54:3, Glowing Blue Block #867
flatcoloredblocks:flatcoloredblock_glowing0_54:4, Glowing Blue Block #868
flatcoloredblocks:flatcoloredblock_glowing0_54:5, Glowing Blue Block #869
flatcoloredblocks:flatcoloredblock_glowing0_54:6, Glowing Dark Blue Block #870
flatcoloredblocks:flatcoloredblock_glowing0_54:7, Glowing Dark Blue Block #871
flatcoloredblocks:flatcoloredblock_glowing0_54:8, Glowing Dark Blue Block #872
flatcoloredblocks:flatcoloredblock_glowing0_54:9, Glowing Dark Blue Block #873
flatcoloredblocks:flatcoloredblock_glowing0_54:10, Glowing Blue Block #874
flatcoloredblocks:flatcoloredblock_glowing0_54:11, Glowing Blue Block #875
flatcoloredblocks:flatcoloredblock_glowing0_54:12, Glowing Blue Block #876
flatcoloredblocks:flatcoloredblock_glowing0_54:13, Glowing Blue Block #877
flatcoloredblocks:flatcoloredblock_glowing0_54:14, Glowing Blue Block #878
flatcoloredblocks:flatcoloredblock_glowing0_54:15, Glowing Blue Block #879
flatcoloredblocks:flatcoloredblock_glowing0_55:0, Glowing Dark Blue Block #880
flatcoloredblocks:flatcoloredblock_glowing0_55:1, Glowing Dark Blue Block #881
flatcoloredblocks:flatcoloredblock_glowing0_55:2, Glowing Dark Blue Block #882
flatcoloredblocks:flatcoloredblock_glowing0_55:3, Glowing Dark Blue Block #883
flatcoloredblocks:flatcoloredblock_glowing0_55:4, Glowing Blue Block #884
flatcoloredblocks:flatcoloredblock_glowing0_55:5, Glowing Blue Block #885
flatcoloredblocks:flatcoloredblock_glowing0_55:6, Glowing Blue Block #886
flatcoloredblocks:flatcoloredblock_glowing0_55:7, Glowing Light Blue Block #887
flatcoloredblocks:flatcoloredblock_glowing0_55:8, Glowing Light Blue Block #888
flatcoloredblocks:flatcoloredblock_glowing0_55:9, Glowing Light Blue Block #889
flatcoloredblocks:flatcoloredblock_glowing0_55:10, Glowing Dark Blue Block #890
flatcoloredblocks:flatcoloredblock_glowing0_55:11, Glowing Dark Blue Block #891
flatcoloredblocks:flatcoloredblock_glowing0_55:12, Glowing Dark Blue Block #892
flatcoloredblocks:flatcoloredblock_glowing0_55:13, Glowing Dark Blue Block #893
flatcoloredblocks:flatcoloredblock_glowing0_55:14, Glowing Blue Block #894
flatcoloredblocks:flatcoloredblock_glowing0_55:15, Glowing Blue Block #895
flatcoloredblocks:flatcoloredblock_glowing0_56:0, Glowing Blue Block #896
flatcoloredblocks:flatcoloredblock_glowing0_56:1, Glowing Light Blue Block #897
flatcoloredblocks:flatcoloredblock_glowing0_56:2, Glowing Light Blue Block #898
flatcoloredblocks:flatcoloredblock_glowing0_56:3, Glowing Light Blue Block #899
flatcoloredblocks:flatcoloredblock_glowing0_56:4, Glowing Dark Blue Block #900
flatcoloredblocks:flatcoloredblock_glowing0_56:5, Glowing Dark Blue Block #901
flatcoloredblocks:flatcoloredblock_glowing0_56:6, Glowing Dark Blue Block #902
flatcoloredblocks:flatcoloredblock_glowing0_56:7, Glowing Dark Blue Block #903
flatcoloredblocks:flatcoloredblock_glowing0_56:8, Glowing Blue Block #904
flatcoloredblocks:flatcoloredblock_glowing0_56:9, Glowing Blue Block #905
flatcoloredblocks:flatcoloredblock_glowing0_56:10, Glowing Blue Block #906
flatcoloredblocks:flatcoloredblock_glowing0_56:11, Glowing Blue Block #907
flatcoloredblocks:flatcoloredblock_glowing0_56:12, Glowing Blue Block #908
flatcoloredblocks:flatcoloredblock_glowing0_56:13, Glowing Blue Block #909
flatcoloredblocks:flatcoloredblock_glowing0_56:14, Glowing Dark Blue Block #910
flatcoloredblocks:flatcoloredblock_glowing0_56:15, Glowing Dark Blue Block #911
flatcoloredblocks:flatcoloredblock_glowing0_57:0, Glowing Dark Blue Block #912
flatcoloredblocks:flatcoloredblock_glowing0_57:1, Glowing Dark Blue Block #913
flatcoloredblocks:flatcoloredblock_glowing0_57:2, Glowing Blue Block #914
flatcoloredblocks:flatcoloredblock_glowing0_57:3, Glowing Blue Block #915
flatcoloredblocks:flatcoloredblock_glowing0_57:4, Glowing Blue Block #916
flatcoloredblocks:flatcoloredblock_glowing0_57:5, Glowing Blue Block #917
flatcoloredblocks:flatcoloredblock_glowing0_57:6, Glowing Blue Block #918
flatcoloredblocks:flatcoloredblock_glowing0_57:7, Glowing Blue Block #919
flatcoloredblocks:flatcoloredblock_glowing0_57:8, Glowing Dark Violet Block #920
flatcoloredblocks:flatcoloredblock_glowing0_57:9, Glowing Dark Violet Block #921
flatcoloredblocks:flatcoloredblock_glowing0_57:10, Glowing Dark Violet Block #922
flatcoloredblocks:flatcoloredblock_glowing0_57:11, Glowing Dark Violet Block #923
flatcoloredblocks:flatcoloredblock_glowing0_57:12, Glowing Violet Block #924
flatcoloredblocks:flatcoloredblock_glowing0_57:13, Glowing Violet Block #925
flatcoloredblocks:flatcoloredblock_glowing0_57:14, Glowing Violet Block #926
flatcoloredblocks:flatcoloredblock_glowing0_57:15, Glowing Light Violet Block #927
flatcoloredblocks:flatcoloredblock_glowing0_58:0, Glowing Light Violet Block #928
flatcoloredblocks:flatcoloredblock_glowing0_58:1, Glowing Light Violet Block #929
flatcoloredblocks:flatcoloredblock_glowing0_58:2, Glowing Dark Violet Block #930
flatcoloredblocks:flatcoloredblock_glowing0_58:3, Glowing Dark Violet Block #931
flatcoloredblocks:flatcoloredblock_glowing0_58:4, Glowing Dark Violet Block #932
flatcoloredblocks:flatcoloredblock_glowing0_58:5, Glowing Dark Violet Block #933
flatcoloredblocks:flatcoloredblock_glowing0_58:6, Glowing Violet Block #934
flatcoloredblocks:flatcoloredblock_glowing0_58:7, Glowing Violet Block #935
flatcoloredblocks:flatcoloredblock_glowing0_58:8, Glowing Violet Block #936
flatcoloredblocks:flatcoloredblock_glowing0_58:9, Glowing Light Violet Block #937
flatcoloredblocks:flatcoloredblock_glowing0_58:10, Glowing Light Violet Block #938
flatcoloredblocks:flatcoloredblock_glowing0_58:11, Glowing Light Violet Block #939
flatcoloredblocks:flatcoloredblock_glowing0_58:12, Glowing Dark Violet Block #940
flatcoloredblocks:flatcoloredblock_glowing0_58:13, Glowing Dark Violet Block #941
flatcoloredblocks:flatcoloredblock_glowing0_58:14, Glowing Dark Violet Block #942
flatcoloredblocks:flatcoloredblock_glowing0_58:15, Glowing Dark Violet Block #943
flatcoloredblocks:flatcoloredblock_glowing0_59:0, Glowing Violet Block #944
flatcoloredblocks:flatcoloredblock_glowing0_59:1, Glowing Violet Block #945
flatcoloredblocks:flatcoloredblock_glowing0_59:2, Glowing Violet Block #946
flatcoloredblocks:flatcoloredblock_glowing0_59:3, Glowing Violet Block #947
flatcoloredblocks:flatcoloredblock_glowing0_59:4, Glowing Violet Block #948
flatcoloredblocks:flatcoloredblock_glowing0_59:5, Glowing Violet Block #949
flatcoloredblocks:flatcoloredblock_glowing0_59:6, Glowing Dark Violet Block #950
flatcoloredblocks:flatcoloredblock_glowing0_59:7, Glowing Dark Violet Block #951
flatcoloredblocks:flatcoloredblock_glowing0_59:8, Glowing Dark Violet Block #952
flatcoloredblocks:flatcoloredblock_glowing0_59:9, Glowing Dark Violet Block #953
flatcoloredblocks:flatcoloredblock_glowing0_59:10, Glowing Violet Block #954
flatcoloredblocks:flatcoloredblock_glowing0_59:11, Glowing Violet Block #955
flatcoloredblocks:flatcoloredblock_glowing0_59:12, Glowing Violet Block #956
flatcoloredblocks:flatcoloredblock_glowing0_59:13, Glowing Violet Block #957
flatcoloredblocks:flatcoloredblock_glowing0_59:14, Glowing Violet Block #958
flatcoloredblocks:flatcoloredblock_glowing0_59:15, Glowing Violet Block #959
flatcoloredblocks:flatcoloredblock_glowing0_60:0, Glowing Dark Violet Block #960
flatcoloredblocks:flatcoloredblock_glowing0_60:1, Glowing Dark Violet Block #961
flatcoloredblocks:flatcoloredblock_glowing0_60:2, Glowing Dark Violet Block #962
flatcoloredblocks:flatcoloredblock_glowing0_60:3, Glowing Dark Violet Block #963
flatcoloredblocks:flatcoloredblock_glowing0_60:4, Glowing Violet Block #964
flatcoloredblocks:flatcoloredblock_glowing0_60:5, Glowing Violet Block #965
flatcoloredblocks:flatcoloredblock_glowing0_60:6, Glowing Violet Block #966
flatcoloredblocks:flatcoloredblock_glowing0_60:7, Glowing Light Violet Block #967
flatcoloredblocks:flatcoloredblock_glowing0_60:8, Glowing Light Violet Block #968
flatcoloredblocks:flatcoloredblock_glowing0_60:9, Glowing Light Violet Block #969
flatcoloredblocks:flatcoloredblock_glowing0_60:10, Glowing Dark Violet Block #970
flatcoloredblocks:flatcoloredblock_glowing0_60:11, Glowing Dark Violet Block #971
flatcoloredblocks:flatcoloredblock_glowing0_60:12, Glowing Dark Violet Block #972
flatcoloredblocks:flatcoloredblock_glowing0_60:13, Glowing Dark Violet Block #973
flatcoloredblocks:flatcoloredblock_glowing0_60:14, Glowing Violet Block #974
flatcoloredblocks:flatcoloredblock_glowing0_60:15, Glowing Violet Block #975
flatcoloredblocks:flatcoloredblock_glowing0_61:0, Glowing Violet Block #976
flatcoloredblocks:flatcoloredblock_glowing0_61:1, Glowing Light Violet Block #977
flatcoloredblocks:flatcoloredblock_glowing0_61:2, Glowing Light Violet Block #978
flatcoloredblocks:flatcoloredblock_glowing0_61:3, Glowing Light Violet Block #979
flatcoloredblocks:flatcoloredblock_glowing0_61:4, Glowing Dark Violet Block #980
flatcoloredblocks:flatcoloredblock_glowing0_61:5, Glowing Dark Violet Block #981
flatcoloredblocks:flatcoloredblock_glowing0_61:6, Glowing Dark Violet Block #982
flatcoloredblocks:flatcoloredblock_glowing0_61:7, Glowing Dark Violet Block #983
flatcoloredblocks:flatcoloredblock_glowing0_61:8, Glowing Violet Block #984
flatcoloredblocks:flatcoloredblock_glowing0_61:9, Glowing Violet Block #985
flatcoloredblocks:flatcoloredblock_glowing0_61:10, Glowing Violet Block #986
flatcoloredblocks:flatcoloredblock_glowing0_61:11, Glowing Violet Block #987
flatcoloredblocks:flatcoloredblock_glowing0_61:12, Glowing Violet Block #988
flatcoloredblocks:flatcoloredblock_glowing0_61:13, Glowing Violet Block #989
flatcoloredblocks:flatcoloredblock_glowing0_61:14, Glowing Dark Violet Block #990
flatcoloredblocks:flatcoloredblock_glowing0_61:15, Glowing Dark Violet Block #991
flatcoloredblocks:flatcoloredblock_glowing0_62:0, Glowing Dark Violet Block #992
flatcoloredblocks:flatcoloredblock_glowing0_62:1, Glowing Dark Violet Block #993
flatcoloredblocks:flatcoloredblock_glowing0_62:2, Glowing Violet Block #994
flatcoloredblocks:flatcoloredblock_glowing0_62:3, Glowing Violet Block #995
flatcoloredblocks:flatcoloredblock_glowing0_62:4, Glowing Violet Block #996
flatcoloredblocks:flatcoloredblock_glowing0_62:5, Glowing Violet Block #997
flatcoloredblocks:flatcoloredblock_glowing0_62:6, Glowing Violet Block #998
flatcoloredblocks:flatcoloredblock_glowing0_62:7, Glowing Violet Block #999
flatcoloredblocks:flatcoloredblock_glowing0_62:8, Glowing Dark Violet Block #1000
flatcoloredblocks:flatcoloredblock_glowing0_62:9, Glowing Dark Violet Block #1001
flatcoloredblocks:flatcoloredblock_glowing0_62:10, Glowing Dark Violet Block #1002
flatcoloredblocks:flatcoloredblock_glowing0_62:11, Glowing Dark Violet Block #1003
flatcoloredblocks:flatcoloredblock_glowing0_62:12, Glowing Violet Block #1004
flatcoloredblocks:flatcoloredblock_glowing0_62:13, Glowing Violet Block #1005
flatcoloredblocks:flatcoloredblock_glowing0_62:14, Glowing Violet Block #1006
flatcoloredblocks:flatcoloredblock_glowing0_62:15, Glowing Light Violet Block #1007
flatcoloredblocks:flatcoloredblock_glowing0_63:0, Glowing Light Violet Block #1008
flatcoloredblocks:flatcoloredblock_glowing0_63:1, Glowing Light Violet Block #1009
flatcoloredblocks:flatcoloredblock_glowing0_63:2, Glowing Dark Violet Block #1010
flatcoloredblocks:flatcoloredblock_glowing0_63:3, Glowing Dark Violet Block #1011
flatcoloredblocks:flatcoloredblock_glowing0_63:4, Glowing Dark Violet Block #1012
flatcoloredblocks:flatcoloredblock_glowing0_63:5, Glowing Dark Violet Block #1013
flatcoloredblocks:flatcoloredblock_glowing0_63:6, Glowing Violet Block #1014
flatcoloredblocks:flatcoloredblock_glowing0_63:7, Glowing Violet Block #1015
flatcoloredblocks:flatcoloredblock_glowing0_63:8, Glowing Violet Block #1016
flatcoloredblocks:flatcoloredblock_glowing0_63:9, Glowing Light Violet Block #1017
flatcoloredblocks:flatcoloredblock_glowing0_63:10, Glowing Light Violet Block #1018
flatcoloredblocks:flatcoloredblock_glowing0_63:11, Glowing Light Violet Block #1019
flatcoloredblocks:flatcoloredblock_glowing0_63:12, Glowing Dark Violet Block #1020
flatcoloredblocks:flatcoloredblock_glowing0_63:13, Glowing Dark Violet Block #1021
flatcoloredblocks:flatcoloredblock_glowing0_63:14, Glowing Dark Violet Block #1022
flatcoloredblocks:flatcoloredblock_glowing0_63:15, Glowing Dark Violet Block #1023
flatcoloredblocks:flatcoloredblock_glowing0_64:0, Glowing Violet Block #1024
flatcoloredblocks:flatcoloredblock_glowing0_64:1, Glowing Violet Block #1025
flatcoloredblocks:flatcoloredblock_glowing0_64:2, Glowing Violet Block #1026
flatcoloredblocks:flatcoloredblock_glowing0_64:3, Glowing Violet Block #1027
flatcoloredblocks:flatcoloredblock_glowing0_64:4, Glowing Violet Block #1028
flatcoloredblocks:flatcoloredblock_glowing0_64:5, Glowing Violet Block #1029
flatcoloredblocks:flatcoloredblock_glowing0_64:6, Glowing Dark Violet Block #1030
flatcoloredblocks:flatcoloredblock_glowing0_64:7, Glowing Dark Violet Block #1031
flatcoloredblocks:flatcoloredblock_glowing0_64:8, Glowing Dark Violet Block #1032
flatcoloredblocks:flatcoloredblock_glowing0_64:9, Glowing Dark Violet Block #1033
flatcoloredblocks:flatcoloredblock_glowing0_64:10, Glowing Violet Block #1034
flatcoloredblocks:flatcoloredblock_glowing0_64:11, Glowing Violet Block #1035
flatcoloredblocks:flatcoloredblock_glowing0_64:12, Glowing Violet Block #1036
flatcoloredblocks:flatcoloredblock_glowing0_64:13, Glowing Violet Block #1037
flatcoloredblocks:flatcoloredblock_glowing0_64:14, Glowing Violet Block #1038
flatcoloredblocks:flatcoloredblock_glowing0_64:15, Glowing Violet Block #1039
flatcoloredblocks:flatcoloredblock_glowing0_65:0, Glowing Dark Magenta Block #1040
flatcoloredblocks:flatcoloredblock_glowing0_65:1, Glowing Dark Magenta Block #1041
flatcoloredblocks:flatcoloredblock_glowing0_65:2, Glowing Dark Magenta Block #1042
flatcoloredblocks:flatcoloredblock_glowing0_65:3, Glowing Dark Magenta Block #1043
flatcoloredblocks:flatcoloredblock_glowing0_65:4, Glowing Magenta Block #1044
flatcoloredblocks:flatcoloredblock_glowing0_65:5, Glowing Magenta Block #1045
flatcoloredblocks:flatcoloredblock_glowing0_65:6, Glowing Magenta Block #1046
flatcoloredblocks:flatcoloredblock_glowing0_65:7, Glowing Light Magenta Block #1047
flatcoloredblocks:flatcoloredblock_glowing0_65:8, Glowing Light Magenta Block #1048
flatcoloredblocks:flatcoloredblock_glowing0_65:9, Glowing Light Magenta Block #1049
flatcoloredblocks:flatcoloredblock_glowing0_65:10, Glowing Dark Magenta Block #1050
flatcoloredblocks:flatcoloredblock_glowing0_65:11, Glowing Dark Magenta Block #1051
flatcoloredblocks:flatcoloredblock_glowing0_65:12, Glowing Dark Magenta Block #1052
flatcoloredblocks:flatcoloredblock_glowing0_65:13, Glowing Dark Magenta Block #1053
flatcoloredblocks:flatcoloredblock_glowing0_65:14, Glowing Magenta Block #1054
flatcoloredblocks:flatcoloredblock_glowing0_65:15, Glowing Magenta Block #1055
flatcoloredblocks:flatcoloredblock_glowing0_66:0, Glowing Magenta Block #1056
flatcoloredblocks:flatcoloredblock_glowing0_66:1, Glowing Light Magenta Block #1057
flatcoloredblocks:flatcoloredblock_glowing0_66:2, Glowing Light Magenta Block #1058
flatcoloredblocks:flatcoloredblock_glowing0_66:3, Glowing Light Magenta Block #1059
flatcoloredblocks:flatcoloredblock_glowing0_66:4, Glowing Dark Magenta Block #1060
flatcoloredblocks:flatcoloredblock_glowing0_66:5, Glowing Dark Magenta Block #1061
flatcoloredblocks:flatcoloredblock_glowing0_66:6, Glowing Dark Magenta Block #1062
flatcoloredblocks:flatcoloredblock_glowing0_66:7, Glowing Dark Magenta Block #1063
flatcoloredblocks:flatcoloredblock_glowing0_66:8, Glowing Magenta Block #1064
flatcoloredblocks:flatcoloredblock_glowing0_66:9, Glowing Magenta Block #1065
flatcoloredblocks:flatcoloredblock_glowing0_66:10, Glowing Magenta Block #1066
flatcoloredblocks:flatcoloredblock_glowing0_66:11, Glowing Magenta Block #1067
flatcoloredblocks:flatcoloredblock_glowing0_66:12, Glowing Magenta Block #1068
flatcoloredblocks:flatcoloredblock_glowing0_66:13, Glowing Magenta Block #1069
flatcoloredblocks:flatcoloredblock_glowing0_66:14, Glowing Dark Magenta Block #1070
flatcoloredblocks:flatcoloredblock_glowing0_66:15, Glowing Dark Magenta Block #1071
flatcoloredblocks:flatcoloredblock_glowing0_67:0, Glowing Dark Magenta Block #1072
flatcoloredblocks:flatcoloredblock_glowing0_67:1, Glowing Dark Magenta Block #1073
flatcoloredblocks:flatcoloredblock_glowing0_67:2, Glowing Magenta Block #1074
flatcoloredblocks:flatcoloredblock_glowing0_67:3, Glowing Magenta Block #1075
flatcoloredblocks:flatcoloredblock_glowing0_67:4, Glowing Magenta Block #1076
flatcoloredblocks:flatcoloredblock_glowing0_67:5, Glowing Magenta Block #1077
flatcoloredblocks:flatcoloredblock_glowing0_67:6, Glowing Magenta Block #1078
flatcoloredblocks:flatcoloredblock_glowing0_67:7, Glowing Magenta Block #1079
flatcoloredblocks:flatcoloredblock_glowing0_67:8, Glowing Dark Magenta Block #1080
flatcoloredblocks:flatcoloredblock_glowing0_67:9, Glowing Dark Magenta Block #1081
flatcoloredblocks:flatcoloredblock_glowing0_67:10, Glowing Dark Magenta Block #1082
flatcoloredblocks:flatcoloredblock_glowing0_67:11, Glowing Dark Magenta Block #1083
flatcoloredblocks:flatcoloredblock_glowing0_67:12, Glowing Magenta Block #1084
flatcoloredblocks:flatcoloredblock_glowing0_67:13, Glowing Magenta Block #1085
flatcoloredblocks:flatcoloredblock_glowing0_67:14, Glowing Magenta Block #1086
flatcoloredblocks:flatcoloredblock_glowing0_67:15, Glowing Light Magenta Block #1087
flatcoloredblocks:flatcoloredblock_glowing0_68:0, Glowing Light Magenta Block #1088
flatcoloredblocks:flatcoloredblock_glowing0_68:1, Glowing Light Magenta Block #1089
flatcoloredblocks:flatcoloredblock_glowing0_68:2, Glowing Dark Magenta Block #1090
flatcoloredblocks:flatcoloredblock_glowing0_68:3, Glowing Dark Magenta Block #1091
flatcoloredblocks:flatcoloredblock_glowing0_68:4, Glowing Dark Magenta Block #1092
flatcoloredblocks:flatcoloredblock_glowing0_68:5, Glowing Dark Magenta Block #1093
flatcoloredblocks:flatcoloredblock_glowing0_68:6, Glowing Magenta Block #1094
flatcoloredblocks:flatcoloredblock_glowing0_68:7, Glowing Magenta Block #1095
flatcoloredblocks:flatcoloredblock_glowing0_68:8, Glowing Magenta Block #1096
flatcoloredblocks:flatcoloredblock_glowing0_68:9, Glowing Light Magenta Block #1097
flatcoloredblocks:flatcoloredblock_glowing0_68:10, Glowing Light Magenta Block #1098
